id,text,screen_name,created_at,retweet_count,favorite_count,friends_count,followers_count,lang,country
1249766235627192325,"@CDCgov @PFPAOfficial @CDCMMWR #God, stress your burden on New York, not gloating, but it represents the ugliest epicenter of corruption on earth. It claims to fight God with interest and represents the pinnacle of moral corruption and abnormalities and has become a symbol of tyranny and arrogance. #Covid_19",ahmedzall,Mon Apr 13 18:27:44 +0000 2020,0,0,1,1,en,Kingdom of Saudi Arabia
1249766235920912384,The Lockdown has to be extended Ya Allah protect us and our loved ones against this pandemic and grant those affected Shiifa 🙏🏻,umshitu,Mon Apr 13 18:27:44 +0000 2020,0,0,1088,1684,en,Nigeria
1249766248252145667,"No, asi andamos chidos. Gracias #tecuidas",joucef,Mon Apr 13 18:27:47 +0000 2020,0,0,2589,650,es,México
1249766265004142592,Is there something we don’t know that you do @easyJet can we fly to Spain come 1st of May? #coronavirus #travelban #easyjet @easyJet_press,Beattravelagent,Mon Apr 13 18:27:51 +0000 2020,0,0,2179,11935,en,United Kingdom
1249766281810673665,Fasting your seat belt people... this is how freaking bad it’s gonna get on the coming days... #COVID19 #CoronaVirusNigeria #LockDownNigeria #LockdownExtended,justnaturalman,Mon Apr 13 18:27:55 +0000 2020,0,0,750,810,en,Nigeria
1249766285463953409,"@realDonaldTrump The fake con man and liar will whine, cry and hissy-fit “fake news” every day. I will counter with the Trump lies: pandemic is “a hoax”, we’ve got it under control, it will go away, fill churches by Easter, my ratings are higher than they’ve ever been. PS: word is, Trump may...",agordonstudio,Mon Apr 13 18:27:56 +0000 2020,0,0,1633,1389,en,United States
1249766315377778697,"Me puse a hacer cosas de la facu, leí dos temas y me estaba durmiendo. Sale esa siestita de cuarentena",karenazor,Mon Apr 13 18:28:03 +0000 2020,0,0,287,868,es,Argentina
1249766319022411776,Washington Post: Trump retweets call to fire Anthony Fauci after the coronavirus expert says quicker response ‘could have saved lives’. via @GoogleNews,DeidreEversull,Mon Apr 13 18:28:04 +0000 2020,0,0,3579,3101,en,United States
1249766344788193280,"UPDATE: #Coronavirus epidemic is ""beginning to steady"" in France As @EmmanuelMacron begins to set out a managed, initial exit strategy from #lockdown",DarrenEuronews,Mon Apr 13 18:28:10 +0000 2020,0,0,3408,27520,en,Belgium
1249766373804462081,Our own @AuroraPryor representing @sbusurgery and @StonyBrookMed in the #COVID19 @AmCollSurgeons leadership forum.,PeritonealCaDoc,Mon Apr 13 18:28:17 +0000 2020,0,0,867,883,en,United States
1249766374165098510,my automatic fish feeder in evanston coming in clutch rn. glad I had the foresight to prepare my fish tank for a global pandemic. had nothing to do with me being too lazy to feed them myself,zachristiansen,Mon Apr 13 18:28:17 +0000 2020,0,0,698,638,en,United States
